,,,
23761,"Alice, Sweet Alice","[27, 9648]","Alice is a withdrawn 12-year-old who lives with her mother and her younger sister, Karen, who gets most of the attention from her mother, leaving Alice out of the spotlight. When Karen is found brutally murdered in a church, suspicions start to turn toward Alice. But could a 12-year-old girl really be capable of such savagery?"
40952,Alone in the Dark,"[27, 53]",A quartet of murderous psychopaths break out of a mental hospital during a power blackout and lay siege to their doctor's house.
9445,Apt Pupil,"[18, 53]","One day in 1984, Todd Bowden, a brilliant high school boy fascinated by the history of Nazism, stumbles across an old man whose appearance resembles that of Kurt Dussander, a wanted Nazi war criminal. A month later, Todd decides to knock on his door."
37618,The Asphyx,"[14, 27, 878]","Hugo is a brilliant turn-of-the-century scientist, loved and respected by his family and friends, admired by his colleagues. But he is a man quickly becoming obsessed with a curious and frightening question... what is the mysterious apparition found in the photographs of his dying subjects?"
19204,...E tu vivrai nel terrore! L'aldilà,[27],"A young woman inherits an old hotel in Louisiana where, following a series of supernatural ""accidents"", she learns that the building was built over one of the entrances to Hell."
111007,Oltre la porta,[18],"Tom Berenger stars in this Italian film featuring legendary Italian star Marcello Mastroianni. Berenger is Matthew, an American engineer who falls in love with Nina (Eleanora Giorgi), a woman who holds many disturbing secrets."
16938,Black Christmas,"[27, 9648, 53]","During their Christmas break, a group of sorority girls are stalked by a stranger."
9599,The Blob,"[27, 878]","Remake of the 1958 horror sci-fi about a deadly blob which is the spawn of a secret government germ warfare project which consumes everyone in its path. Teenagers try in vain to warn the townsfolk, who refuse to take them seriously, while government agents try to cover up the evidence and confine the creature."
58864,The Boneyard,[27],"Children turned into zombies wreak havoc in a coroner's building with just a burned-out psychic, an experienced cop and two coroners to stop the madness."
40221,The Borrower,"[878, 35, 27]","Aliens punish one of their own by sending him to earth. The alien is very violent, and when the body he occupies is damaged, he is forced to find another."
27814,Brain Damage,"[27, 35]","A normal, average guy who lives in New York City becomes dependent on an evil, disembodied brain."
18256,Castle Freak,"[53, 18, 27, 9648]",John has inherited a castle in Italy and he moves there with his wife Susan and their blind daughter Rebecca. What they don't realize is that there is somebody else in the castle--an abused child left to die in the basement who has now become the castle freak and is out to wreak havoc.
21588,Dellamorte Dellamore,"[14, 18, 27, 35]","A cemetery man has the unusual problem of the dead rising from the grave. Himself and his assistant must end these creatures' lives again after they are reborn. Everything is going well until ""She"" comes along and stirs things up a bit."
13550,The Changeling,[27],"After a tragic event happens, composer John Russell moves to Seattle to try to overcome it and build a new and peaceful life in a lonely big house that has been uninhabited for many years. But, soon after, the obscure history of such an old mansion and his own past begin to haunt him."
12619,Cherry Falls,"[27, 9648, 53]","Cherry Falls is a quiet little town - until the night that a serial killer begins preying on its youth. After a third teen is found slain, the killer's modus operandi emerges: the victims were all virgins. Sheriff Marken is concerned for the safety of the teens in general and in particular his own daughter Jody, who is still a virgin..."
30421,倩女幽魂,"[14, 28]","Ning Tsai-Shen, a humble tax collector, arrives in a small town to carry out his work. No one is willing to give him shelter for the night, so he ends up in the haunted Lan Ro temple. There, he meets Taoist Swordsman Yen Che-Hsia, and the beautiful Nieh Hsiao-Tsing, with whom he falls in love."
27230,Christmas Evil,"[27, 53]","A toy factory worker, mentally scarred as a child upon learning Santa Claus is not real, suffers a nervous breakdown after being belittled at work, and embarks on a Yuletide killing spree."
11655,Cronos,"[18, 27, 53]","Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody."
10722,El día de la bestia,"[28, 35, 27, 80, 14]","The story revolves around a Basque Roman Catholic priest dedicated to committing as many sins as possible (Angulo), a death metal salesman from Carabanchel (Segura), and the Italian host of a TV show on the occult (De Razza). These go on a literal ""trip"" through Christmas-time Madrid to hunt for and prevent the reincarnation of the Antichrist."
8408,Day of the Dead,"[27, 53]","Trapped in a missile silo, a small team of scientists, civilians, and trigger-happy soldiers battle desperately to ensure the survival of the human race. However, the tension inside the base is reaching a breaking point, and the zombies are gathering outside."
