,,,
5689,The Blue Lagoon,"[10749, 12]","Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?"
15660,Mommie Dearest,[18],"In this biographical film, glamorous yet lonely star Joan Crawford takes in two orphans, and at first their unconventional family seems happy. But after Joan's attempts at romantic fulfillment go sour and she is fired from her contract with MGM studios, her callous and abusive behavior towards her daughter Christina becomes even more pronounced. Christina leaves home and takes her first acting role, only to find her mother's presence still overshadowing her."
26325,"Tarzan, the Ape Man","[28, 12, 35]","The Tarzan story from Jane's point of view. Jane Parker visits her father in Africa where she joins him on an expedition. A couple of brief encounters with Tarzan establish a (sexual) bond between her and Tarzan. When the expedition is captured by savages, Tarzan comes to the rescue"
34697,Butterfly,"[80, 18]","Jess Tyler lives a quiet life next to an abandoned mining factory by himself in the desert. His life is turned upside down when a sexually provocative young woman comes to visit him and tells him she's his daughter.  Jess finds it hard to adapt to his newly found parenting role, as a mutual attraction grows between them."
114394,The Lonely Lady,[18],"A young screenwriter allows others to exploit her in the hopes of ""making it"" in Hollywood."
5896,Bolero,"[18, 10749]",Follows the tale of a young woman’s sexual awakening and subsequent journey around the world in pursuit of her ideal lover. Encounters include an Arabian sheik and a Spanish bullfighter. Her friend and butler accompany her and help to arrange her couplings.
73621,Night Patrol,[35],"The streets of Los Angeles are crawling with weirdos, hookers, peeping toms and perverts. And this time, they're wearing badges! Murray Langston, Linda Blair, Pat Paulsen, Billy Barty, Jaye P. Morgan, Andrew Dice Clay, Pat Morita, Kitten Natividad and The Unknown Comic lead a shameless all-star cast in this cult classic in the tradition of AIRPLANE and POLICE ACADEMY, filled with kooky cops, gassy midgets, tough lesbians, sick humor, gross gags, gratuitous nudity and more!"
126930,Savage Island,"[18, 28]",Women who have been captured and sold as slave labor to a South American emerald mine hatch a plan for revolution and revenge.
14673,Savage Streets,"[28, 80]",A teenage vigilante seeks revenge on a group of violent thugs who raped her handicapped sister and murdered her best friend.
58048,Shanghai Surprise,"[12, 35, 80, 18, 10749]","Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai."
26827,Who's That Girl,"[35, 10749]","An uptight New York tax lawyer gets his life turned upside down, all in a single day, when he's asked to escort a feisty and free-spirited female ex-convict whom asks him to help prove her innocence of her crime."
26044,Arthur 2: On the Rocks,"[35, 10749]","Arthur, that irrepressible drunk, tries to sober up and get a job. Meanwhile, Ralph Marolla is conniving to trick the hapless boozer into marrying his daughter so he can gain entrée to Arthur's $750 million fortune."
80287,Rent-a-Cop,"[35, 80, 28]",A sex worker seeks protection from an ex-cop after a failed drug bust throws their lives into turmoil.
19142,The Return of Swamp Thing,"[27, 878]","The Swamp Thing returns to battle the evil Dr. Arcane, who has a new science lab full of creatures transformed by genetic mutation, and chooses Heather Locklear as his new object of affection."
31281,Ghosts Can't Do It,"[14, 28, 35, 878, 10749]","Elderly Scott kills himself after a heart attack wrecks his body, but then comes back as a ghost and convinces his loving young hot wife Kate to pick and kill a young man in order for Scott to possess his body and be with her again."
31696,A Kiss Before Dying,"[9648, 53, 80]","Infatuated with the idea of becoming rich, college student Jonathan Corliss secretly dates Dorothy Carlsson to gain the approval of her wealthy father. When Dorothy tells Jonathan that she is pregnant and that her father will deny her inheritance if he finds out, Jonathan murders her, but he stages her death as a suicide. As Jonathan works his way onto Mr. Carlsson's payroll, Dorothy's twin sister, Ellen, investigates the apparent suicide."
31962,Shining Through,"[18, 10749]","Spirited New Yorker Linda Voss goes to work for international lawyer and secret Office of Strategic Services operative Ed Leland just before World War II. As they fall in love, the United States enters the fight against Hitler, and Linda volunteers to work for Ed spying undercover behind Nazi lines. Assigned to uncover information about a German bomb, Linda also has personal motives to fulfill: discovering the fate of her Jewish family members in Berlin."
